42.20; 43.43; 44.298; 46.03983; 43.4300880432; 48.3277397155
42.40; 43.63; 44.498; 46.23983; 43.6300888061; 48.5277404785
42.60; 43.83; 44.698; 46.43983; 43.8300895690; 48.7277412414
42.80; 44.03; 44.898; 46.63983; 44.0300903320; 48.9277420043
43.00; 44.23; 45.098; 46.83983; 44.2300910949; 49.1277427673
43.20; 44.43; 45.298; 47.03983; 44.4300918579; 49.3277435302
43.40; 44.63; 45.498; 47.23983; 44.6300926208; 49.5277442932
43.60; 44.83; 45.698; 47.43983; 44.8300933837; 49.7277450561
43.80; 45.03; 45.898; 47.63983; 45.0300941467; 49.9277458190
44.00; 45.23; 46.098; 47.83983; 45.2300949096; 50.1277465820
44.20; 45.43; 46.298; 48.03984; 45.4300956726; 50.3277473449
44.40; 45.63; 46.498; 48.23984; 45.6300964355; 50.5277481079
44.60; 45.83; 46.698; 48.43984; 45.8300971984; 50.7277488708
44.80; 46.03; 46.898; 48.63984; 46.0300979614; 50.9277496337
45.00; 46.23; 47.098; 48.83984; 46.2300987243; 51.1277503967
45.20; 46.43; 47.298; 49.03984; 46.4300994873; 51.3277511596
45.40; 46.63; 47.498; 49.23984; 46.6301002502; 51.5277519226
45.60; 46.83; 47.698; 49.43984; 46.8301010131; 51.7277526855
45.80; 47.03; 47.898; 49.63984; 47.0301017761; 51.9277534484
46.00; 47.23; 48.098; 49.83984; 47.2301025390; 52.1277542114
46.20; 47.43; 48.298; 50.03984; 47.4301033020; 52.3277549743
46.40; 47.63; 48.498; 50.23984; 47.6301040649; 52.5277557373
46.60; 47.83; 48.698; 50.43984; 47.8301048278; 52.7277565002
46.80; 48.03; 48.898; 50.63985; 48.0301055908; 52.9277572631
47.00; 48.23; 49.098; 50.83985; 48.2301063537; 53.1277580261
47.20; 48.43; 49.298; 51.03985; 48.4301071166; 53.3277587890
47.40; 48.63; 49.498; 51.23985; 48.6301078796; 53.5277595520
47.60; 48.83; 49.698; 51.43985; 48.8301086425; 53.7277603149
47.80; 49.03; 49.898; 51.63985; 49.0301094055; 53.9277610778
48.00; 49.23; 50.098; 51.83985; 49.2301101684; 54.1277618408
48.20; 49.43; 50.298; 52.03985; 49.4301109313; 54.3277626037
48.40; 49.63; 50.498; 52.23985; 49.6301116943; 54.5277633666
48.60; 49.83; 50.698; 52.43985; 49.8301124572; 54.7277641296
48.80; 50.03; 50.898; 52.63985; 50.0301132202; 54.9277648925
49.00; 50.23; 51.098; 52.83985; 50.2301139831; 55.1277656555
49.20; 50.43; 51.298; 53.03985; 50.4301147460; 55.3277664184
49.40; 50.63; 51.498; 53.23986; 50.6301155090; 55.5277671813
49.60; 50.83; 51.698; 53.43986; 50.8301162719; 55.7277679443
49.80; 51.03; 51.898; 53.63986; 51.0301170349; 55.9277687072
50.00; 51.23; 52.098; 53.83986; 51.2301177978; 56.1277694702
50.20; 51.43; 52.298; 54.03986; 51.4301185607; 56.3277702331
50.40; 51.63; 52.498; 54.23986; 51.6301193237; 56.5277709960
50.60; 51.83; 52.698; 54.43986; 51.8301200866; 56.7277717590
asljdhksaj dhksajd hkasd kjas dhkjsa d98; 54.63986; 52.0301208496; 56.9277725219
51.00; 52.23; 53.098; 54.83986; 52.2301216125; 57.1277732849
51.20; 52.43; 53.298; 55.03986; 52.4301223754; 57.3277740478
51.40; 52.63; 53.498; 55.23986; 52.6301231384; 57.5277748107
51.60; 52.83; 53.698; 55.43986; 52.8301239013; 57.7277755737
51.80; 53.03; 53.898; 55.63986; 53.0301246643; 57.9277763366
52.00; 53.23; 54.098; 55.83987; 53.2301254272; 58.1277770996
52.20; 53.43; 54.298; 56.03987; 53.4301261901; 58.3277778625
52.40; 53.63; 54.498; 56.23987; 53.6301269531; 58.5277786254
52.60; 53.83; 54.698; 56.43987; 53.8301277160; 58.7277793884
52.80; 54.03; 54.898; 56.63987; 54.0301284790; 58.9277801513
53.00; 54.23; 55.098; 56.83987; 54.2301292419; 59.1277809143
53.20; 54.43; 55.298; 57.03987; 54.4301300048; 59.3277816772
53.40; 54.63; 55.498; 57.23987; 54.6301307678; 59.5277824401
53.60; 54.83; 55.698; 57.43987; 54.8301315307; 59.7277832031
53.80; 55.03; 55.898; 57.63987; 55.0301322937; 59.9277839660
54.00; 55.23; 56.098; 57.83987; 55.2301330566; 60.1277847290
54.20; 55.43; 56.298; 58.03987; 55.4301338195; 60.3277854919
54.40; 55.63; 56.498; 58.23987; 55.6301345825; 60.5277862548
54.60; 55.83; 56.698; 58.43988; 55.8301353454; 60.7277870178
54.80; 56.03; 56.898; 58.63988; 56.0301361083; 60.9277877807
55.00; 56.23; 57.098; 58.83988; 56.2301368713; 61.1277885437
55.20; 56.43; 57.298; 59.03988; 56.4301376342; 61.3277893066
55.40; 56.63; 57.498; 59.23988; 56.6301383972; 61.5277900695
55.60; 56.83; 57.698; 59.43988; 56.8301391601; 61.7277908325
55.80; 57.03; 57.898; 59.63988; 57.0301399230; 61.9277915954
56.00; 57.23; 58.098; 59.83988; 57.2301406860; 62.1277923583
56.20; 57.43; 58.298; 60.03988; 57.4301414489; 62.3277931213
56.40; 57.63; 58.498; 60.23988; 57.6301422119; 62.5277938842
56.60; 57.83; 58.698; 60.43988; 57.8301429748; 62.7277946472
56.80; 58.03; 58.898; 60.63988; 58.0301437377; 62.9277954101
57.00; 58.23; 59.098; 60.83988; 58.2301445007; 63.1277961730
57.20; 58.43; 59.298; 61.03989; 58.4301452636; 63.3277969360
57.40; 58.63; 59.498; 61.23989; 58.6301460266; 63.5277976989
57.60; 58.83; 59.698; 61.43989; 58.8301467895; 63.7277984619
57.80; 59.03; 59.898; 61.63989; 59.0301475524; 63.9277992248
58.00; 59.23; 60.098; 61.83989; 59.2301483154; 64.1277999877
